pin,slack
JTAG_0/loop_counter[2]:D,-1572
JTAG_0/loop_counter[2]:EN,
JTAG_0/loop_counter[2]:LAT,
JTAG_0/loop_counter[2]:Q,-1980
JTAG_0/loop_counter[2]:SD,
JTAG_0/loop_counter[2]:SLn,
hptdc_token_in_1_obuf/U0/U_IOOUTFF:A,
hptdc_token_in_1_obuf/U0/U_IOOUTFF:Y,
ControlDecoder_2/counter_19_i_0[0]:A,
ControlDecoder_2/counter_19_i_0[0]:B,
ControlDecoder_2/counter_19_i_0[0]:C,-1816
ControlDecoder_2/counter_19_i_0[0]:D,
ControlDecoder_2/counter_19_i_0[0]:Y,-1816
ControlDecoder_1/counter_19_ns_1_N_3L4:A,
ControlDecoder_1/counter_19_ns_1_N_3L4:B,
ControlDecoder_1/counter_19_ns_1_N_3L4:C,
ControlDecoder_1/counter_19_ns_1_N_3L4:D,
ControlDecoder_1/counter_19_ns_1_N_3L4:Y,
ccu25_data_0_iobuf[5]/U0/U_IOOUTFF:A,
ccu25_data_0_iobuf[5]/U0/U_IOOUTFF:Y,
ControlDecoder_3/run_number[3]:ADn,
ControlDecoder_3/run_number[3]:ALn,
ControlDecoder_3/run_number[3]:CLK,749
ControlDecoder_3/run_number[3]:D,1750
ControlDecoder_3/run_number[3]:EN,-1877
ControlDecoder_3/run_number[3]:LAT,
ControlDecoder_3/run_number[3]:Q,749
ControlDecoder_3/run_number[3]:SD,
ControlDecoder_3/run_number[3]:SLn,
JTAG_3/un1_data_sent_to_hptdc_i_a2_3_a2_3_a2_0[0]:A,-391
JTAG_3/un1_data_sent_to_hptdc_i_a2_3_a2_3_a2_0[0]:B,-441
JTAG_3/un1_data_sent_to_hptdc_i_a2_3_a2_3_a2_0[0]:Y,-441
ControlDecoder_3/instruction[5]:ADn,
ControlDecoder_3/instruction[5]:ALn,
ControlDecoder_3/instruction[5]:CLK,-6358
ControlDecoder_3/instruction[5]:D,
ControlDecoder_3/instruction[5]:EN,-2117
ControlDecoder_3/instruction[5]:LAT,
ControlDecoder_3/instruction[5]:Q,-6358
ControlDecoder_3/instruction[5]:SD,
ControlDecoder_3/instruction[5]:SLn,
ControlDecoder_3/data_to_hptdc[7]:ADn,
ControlDecoder_3/data_to_hptdc[7]:ALn,
ControlDecoder_3/data_to_hptdc[7]:CLK,161
ControlDecoder_3/data_to_hptdc[7]:D,1742
ControlDecoder_3/data_to_hptdc[7]:EN,-5166
ControlDecoder_3/data_to_hptdc[7]:LAT,
ControlDecoder_3/data_to_hptdc[7]:Q,161
ControlDecoder_3/data_to_hptdc[7]:SD,
ControlDecoder_3/data_to_hptdc[7]:SLn,-674
ControlDecoder_3/counter_19_i_0_1_a0_1_0[0]:A,
ControlDecoder_3/counter_19_i_0_1_a0_1_0[0]:B,
ControlDecoder_3/counter_19_i_0_1_a0_1_0[0]:C,
ControlDecoder_3/counter_19_i_0_1_a0_1_0[0]:D,
ControlDecoder_3/counter_19_i_0_1_a0_1_0[0]:Y,
DACController_0/un3_sclockv_0_I_27:A,-3616
DACController_0/un3_sclockv_0_I_27:B,-3691
DACController_0/un3_sclockv_0_I_27:C,-3781
DACController_0/un3_sclockv_0_I_27:CC,
DACController_0/un3_sclockv_0_I_27:D,-3990
DACController_0/un3_sclockv_0_I_27:P,-3927
DACController_0/un3_sclockv_0_I_27:UB,-3990
ccu25_data_0_iobuf[2]/U0/U_IOINFF:A,
ccu25_data_0_iobuf[2]/U0/U_IOINFF:Y,
ControlDecoder_3/counter_19_1_0_a2_0[1]:A,-2623
ControlDecoder_3/counter_19_1_0_a2_0[1]:B,-2716
ControlDecoder_3/counter_19_1_0_a2_0[1]:C,-6438
ControlDecoder_3/counter_19_1_0_a2_0[1]:Y,-6438
ControlDecoder_0/m66_i_o2:A,
ControlDecoder_0/m66_i_o2:B,
ControlDecoder_0/m66_i_o2:C,
ControlDecoder_0/m66_i_o2:Y,
JTAG_0/data_to[3]:ADn,
JTAG_0/data_to[3]:ALn,
JTAG_0/data_to[3]:CLK,-1449
JTAG_0/data_to[3]:D,161
JTAG_0/data_to[3]:EN,-1054
JTAG_0/data_to[3]:LAT,
JTAG_0/data_to[3]:Q,-1449
JTAG_0/data_to[3]:SD,
JTAG_0/data_to[3]:SLn,
ControlDecoder_0/counter_19_i_o2[3]:A,-3897
ControlDecoder_0/counter_19_i_o2[3]:B,-4090
ControlDecoder_0/counter_19_i_o2[3]:C,
ControlDecoder_0/counter_19_i_o2[3]:D,
ControlDecoder_0/counter_19_i_o2[3]:Y,-4090
JTAG_1/data_from_hptdc_1_RNO[0]:A,-3071
JTAG_1/data_from_hptdc_1_RNO[0]:B,-547
JTAG_1/data_from_hptdc_1_RNO[0]:Y,-3071
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[0],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[1],-3327
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[2],-2146
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[3],-2365
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[4],-2347
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[5],-2406
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CC[6],-3694
ControlDecoder_1/counter_RNIR67A[0]_CC_0:CI,
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[0],-3637
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[10],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[11],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[1],-3694
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[2],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[3],-3566
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[4],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[5],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[6],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[7],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[8],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:P[9],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[0],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[10],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[11],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[1],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[2],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[3],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[4],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[5],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[6],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[7],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[8],
ControlDecoder_1/counter_RNIR67A[0]_CC_0:UB[9],
ControlDecoder_2/ccu25_data_temp_10[5]:A,749
ControlDecoder_2/ccu25_data_temp_10[5]:B,
ControlDecoder_2/ccu25_data_temp_10[5]:Y,749
ControlDecoder_1/run_number[2]:ADn,
ControlDecoder_1/run_number[2]:ALn,
ControlDecoder_1/run_number[2]:CLK,505
ControlDecoder_1/run_number[2]:D,1750
ControlDecoder_1/run_number[2]:EN,-4038
ControlDecoder_1/run_number[2]:LAT,
ControlDecoder_1/run_number[2]:Q,505
ControlDecoder_1/run_number[2]:SD,
ControlDecoder_1/run_number[2]:SLn,
ControlDecoder_2/un1_instruction46_12_0_i_a3:A,-2096
ControlDecoder_2/un1_instruction46_12_0_i_a3:B,-5342
ControlDecoder_2/un1_instruction46_12_0_i_a3:C,
ControlDecoder_2/un1_instruction46_12_0_i_a3:D,-2140
ControlDecoder_2/un1_instruction46_12_0_i_a3:Y,-5342
ControlDecoder_0/run_number_buffer[1]:ADn,
ControlDecoder_0/run_number_buffer[1]:ALn,
ControlDecoder_0/run_number_buffer[1]:CLK,1750
ControlDecoder_0/run_number_buffer[1]:D,
ControlDecoder_0/run_number_buffer[1]:EN,-4019
ControlDecoder_0/run_number_buffer[1]:LAT,
ControlDecoder_0/run_number_buffer[1]:Q,1750
ControlDecoder_0/run_number_buffer[1]:SD,
ControlDecoder_0/run_number_buffer[1]:SLn,-734
DACController_1/temp_14[15]:A,495
DACController_1/temp_14[15]:B,651
DACController_1/temp_14[15]:Y,495
JTAG_1/data_to[1]:ADn,
JTAG_1/data_to[1]:ALn,
JTAG_1/data_to[1]:CLK,-2606
JTAG_1/data_to[1]:D,161
JTAG_1/data_to[1]:EN,-1198
JTAG_1/data_to[1]:LAT,
JTAG_1/data_to[1]:Q,-2606
JTAG_1/data_to[1]:SD,
JTAG_1/data_to[1]:SLn,
DACController_0/index[3]:ADn,
DACController_0/index[3]:ALn,
DACController_0/index[3]:CLK,-1819
DACController_0/index[3]:D,-505
DACController_0/index[3]:EN,-5688
DACController_0/index[3]:LAT,
DACController_0/index[3]:Q,-1819
DACController_0/index[3]:SD,
DACController_0/index[3]:SLn,
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_a2_0_1:A,-4053
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_a2_0_1:B,-4174
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_a2_0_1:Y,-4174
ControlDecoder_1/threshold_buffer[5]:ADn,
ControlDecoder_1/threshold_buffer[5]:ALn,
ControlDecoder_1/threshold_buffer[5]:CLK,1742
ControlDecoder_1/threshold_buffer[5]:D,
ControlDecoder_1/threshold_buffer[5]:EN,-4122
ControlDecoder_1/threshold_buffer[5]:LAT,
ControlDecoder_1/threshold_buffer[5]:Q,1742
ControlDecoder_1/threshold_buffer[5]:SD,
ControlDecoder_1/threshold_buffer[5]:SLn,-849
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0_a2:A,-584
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0_a2:B,
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0_a2:C,-5324
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0_a2:D,-851
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0_a2:Y,-5324
JTAG_1/loop_counter_r_RNO[2]:A,-635
JTAG_1/loop_counter_r_RNO[2]:B,-1784
JTAG_1/loop_counter_r_RNO[2]:C,-774
JTAG_1/loop_counter_r_RNO[2]:Y,-1784
ControlDecoder_0/jtag_instruction_1_RNO[1]:A,
ControlDecoder_0/jtag_instruction_1_RNO[1]:B,
ControlDecoder_0/jtag_instruction_1_RNO[1]:Y,
JTAG_2/next_TAP_state_srsts_0[7]:A,
JTAG_2/next_TAP_state_srsts_0[7]:B,620
JTAG_2/next_TAP_state_srsts_0[7]:C,569
JTAG_2/next_TAP_state_srsts_0[7]:D,-765
JTAG_2/next_TAP_state_srsts_0[7]:Y,-765
poh_clk_2_obuft/U0/U_IOENFF:A,
poh_clk_2_obuft/U0/U_IOENFF:Y,
ControlDecoder_0/instruction[0]:ADn,
ControlDecoder_0/instruction[0]:ALn,
ControlDecoder_0/instruction[0]:CLK,-6877
ControlDecoder_0/instruction[0]:D,-1712
ControlDecoder_0/instruction[0]:EN,-2895
ControlDecoder_0/instruction[0]:LAT,
ControlDecoder_0/instruction[0]:Q,-6877
ControlDecoder_0/instruction[0]:SD,
ControlDecoder_0/instruction[0]:SLn,
ControlDecoder_1/instruction[2]:ADn,
ControlDecoder_1/instruction[2]:ALn,
ControlDecoder_1/instruction[2]:CLK,-4193
ControlDecoder_1/instruction[2]:D,-3305
ControlDecoder_1/instruction[2]:EN,-2913
ControlDecoder_1/instruction[2]:LAT,
ControlDecoder_1/instruction[2]:Q,-4193
ControlDecoder_1/instruction[2]:SD,
ControlDecoder_1/instruction[2]:SLn,
ControlDecoder_1/ccu25_strobe_in_5_iv:A,679
ControlDecoder_1/ccu25_strobe_in_5_iv:B,-3980
ControlDecoder_1/ccu25_strobe_in_5_iv:C,-5140
ControlDecoder_1/ccu25_strobe_in_5_iv:Y,-5140
hptdc_tms_2_obuf/U0/U_IOENFF:A,
hptdc_tms_2_obuf/U0/U_IOENFF:Y,
ControlDecoder_1/counter[0]:ADn,
ControlDecoder_1/counter[0]:ALn,
ControlDecoder_1/counter[0]:CLK,-5490
ControlDecoder_1/counter[0]:D,-5565
ControlDecoder_1/counter[0]:EN,
ControlDecoder_1/counter[0]:LAT,
ControlDecoder_1/counter[0]:Q,-5490
ControlDecoder_1/counter[0]:SD,
ControlDecoder_1/counter[0]:SLn,
hptdc_serial_in_3_obuft/U0/U_IOENFF:A,
hptdc_serial_in_3_obuft/U0/U_IOENFF:Y,
hptdc_serial_bypass_in_3_obuft/U0/U_IOENFF:A,
hptdc_serial_bypass_in_3_obuft/U0/U_IOENFF:Y,
ControlDecoder_3/instruction[2]:ADn,
ControlDecoder_3/instruction[2]:ALn,
ControlDecoder_3/instruction[2]:CLK,-6538
ControlDecoder_3/instruction[2]:D,-3263
ControlDecoder_3/instruction[2]:EN,-2117
ControlDecoder_3/instruction[2]:LAT,
ControlDecoder_3/instruction[2]:Q,-6538
ControlDecoder_3/instruction[2]:SD,
ControlDecoder_3/instruction[2]:SLn,
JTAG_3/un1_data_sent_to_hptdc_a2_0_a2_1_a2[2]:A,733
JTAG_3/un1_data_sent_to_hptdc_a2_0_a2_1_a2[2]:B,615
JTAG_3/un1_data_sent_to_hptdc_a2_0_a2_1_a2[2]:C,527
JTAG_3/un1_data_sent_to_hptdc_a2_0_a2_1_a2[2]:D,386
JTAG_3/un1_data_sent_to_hptdc_a2_0_a2_1_a2[2]:Y,386
ccu25_data_2_iobuf[7]/U0/U_IOINFF:A,
ccu25_data_2_iobuf[7]/U0/U_IOINFF:Y,
JTAG_0/TAP_state_RNO[0]:A,718
JTAG_0/TAP_state_RNO[0]:B,-441
JTAG_0/TAP_state_RNO[0]:C,535
JTAG_0/TAP_state_RNO[0]:D,496
JTAG_0/TAP_state_RNO[0]:Y,-441
ControlDecoder_0/run_number_buffer[0]:ADn,
ControlDecoder_0/run_number_buffer[0]:ALn,
ControlDecoder_0/run_number_buffer[0]:CLK,1742
ControlDecoder_0/run_number_buffer[0]:D,
ControlDecoder_0/run_number_buffer[0]:EN,-4019
ControlDecoder_0/run_number_buffer[0]:LAT,
ControlDecoder_0/run_number_buffer[0]:Q,1742
ControlDecoder_0/run_number_buffer[0]:SD,
ControlDecoder_0/run_number_buffer[0]:SLn,-734
ControlDecoder_0/instruction45_RNI058E4:A,-5100
ControlDecoder_0/instruction45_RNI058E4:B,-1931
ControlDecoder_0/instruction45_RNI058E4:Y,-5100
ControlDecoder_2/jtag_instruction_1_RNO[0]:A,-1659
ControlDecoder_2/jtag_instruction_1_RNO[0]:B,-2764
ControlDecoder_2/jtag_instruction_1_RNO[0]:C,
ControlDecoder_2/jtag_instruction_1_RNO[0]:D,486
ControlDecoder_2/jtag_instruction_1_RNO[0]:Y,-2764
JTAG_1/next_TAP_state_srsts_0_a2[4]:A,
JTAG_1/next_TAP_state_srsts_0_a2[4]:B,623
JTAG_1/next_TAP_state_srsts_0_a2[4]:C,569
JTAG_1/next_TAP_state_srsts_0_a2[4]:Y,569
ControlDecoder_2/instruction[0]:ADn,
ControlDecoder_2/instruction[0]:ALn,
ControlDecoder_2/instruction[0]:CLK,-5307
ControlDecoder_2/instruction[0]:D,-924
ControlDecoder_2/instruction[0]:EN,-3008
ControlDecoder_2/instruction[0]:LAT,
ControlDecoder_2/instruction[0]:Q,-5307
ControlDecoder_2/instruction[0]:SD,
ControlDecoder_2/instruction[0]:SLn,
DACController_1/temp_7_cry_2:A,
DACController_1/temp_7_cry_2:B,-1545
DACController_1/temp_7_cry_2:C,-1687
DACController_1/temp_7_cry_2:CC,-968
DACController_1/temp_7_cry_2:D,
DACController_1/temp_7_cry_2:P,-1687
DACController_1/temp_7_cry_2:S,-968
DACController_1/temp_7_cry_2:UB,
ControlDecoder_3/run_number[1]:ADn,
ControlDecoder_3/run_number[1]:ALn,
ControlDecoder_3/run_number[1]:CLK,651
ControlDecoder_3/run_number[1]:D,1750
ControlDecoder_3/run_number[1]:EN,-1877
ControlDecoder_3/run_number[1]:LAT,
ControlDecoder_3/run_number[1]:Q,651
ControlDecoder_3/run_number[1]:SD,
ControlDecoder_3/run_number[1]:SLn,
ControlDecoder_2/counter_19_i_2_RNO[5]:A,
ControlDecoder_2/counter_19_i_2_RNO[5]:B,
ControlDecoder_2/counter_19_i_2_RNO[5]:C,
ControlDecoder_2/counter_19_i_2_RNO[5]:D,
ControlDecoder_2/counter_19_i_2_RNO[5]:Y,
ControlDecoder_1/run_number[6]:ADn,
ControlDecoder_1/run_number[6]:ALn,
ControlDecoder_1/run_number[6]:CLK,505
ControlDecoder_1/run_number[6]:D,1750
ControlDecoder_1/run_number[6]:EN,-4038
ControlDecoder_1/run_number[6]:LAT,
ControlDecoder_1/run_number[6]:Q,505
ControlDecoder_1/run_number[6]:SD,
ControlDecoder_1/run_number[6]:SLn,
JTAG_2/next_TAP_state_i[0]:ADn,
JTAG_2/next_TAP_state_i[0]:ALn,
JTAG_2/next_TAP_state_i[0]:CLK,535
JTAG_2/next_TAP_state_i[0]:D,-623
JTAG_2/next_TAP_state_i[0]:EN,
JTAG_2/next_TAP_state_i[0]:LAT,
JTAG_2/next_TAP_state_i[0]:Q,535
JTAG_2/next_TAP_state_i[0]:SD,
JTAG_2/next_TAP_state_i[0]:SLn,
DACController_0/un3_sclockv_0_I_15_FCINST1:CC,-4248
DACController_0/un3_sclockv_0_I_15_FCINST1:CO,-4248
DACController_0/un3_sclockv_0_I_15_FCINST1:P,
DACController_0/un3_sclockv_0_I_15_FCINST1:UB,
ControlDecoder_0/jtag_instruction_1_RNO_0[0]:A,
ControlDecoder_0/jtag_instruction_1_RNO_0[0]:B,
ControlDecoder_0/jtag_instruction_1_RNO_0[0]:C,-4081
ControlDecoder_0/jtag_instruction_1_RNO_0[0]:D,-761
ControlDecoder_0/jtag_instruction_1_RNO_0[0]:Y,-4081
DACController_0/temp_0_sqmuxa_i_0:A,-1781
DACController_0/temp_0_sqmuxa_i_0:B,439
DACController_0/temp_0_sqmuxa_i_0:Y,-1781
JTAG_1/next_TAP_state_nss_i_0[0]:A,-623
JTAG_1/next_TAP_state_nss_i_0[0]:B,608
JTAG_1/next_TAP_state_nss_i_0[0]:Y,-623
ControlDecoder_1/un1_counter56_1_RNO:A,
ControlDecoder_1/un1_counter56_1_RNO:B,
ControlDecoder_1/un1_counter56_1_RNO:C,
ControlDecoder_1/un1_counter56_1_RNO:D,
ControlDecoder_1/un1_counter56_1_RNO:Y,
JTAG_1/tdo_pad_o_1:A,-576
JTAG_1/tdo_pad_o_1:B,643
JTAG_1/tdo_pad_o_1:C,-3098
JTAG_1/tdo_pad_o_1:D,-854
JTAG_1/tdo_pad_o_1:Y,-3098
ControlDecoder_3/un1_instruction46_12_0_i_a2_1:A,
ControlDecoder_3/un1_instruction46_12_0_i_a2_1:B,-843
ControlDecoder_3/un1_instruction46_12_0_i_a2_1:C,-934
ControlDecoder_3/un1_instruction46_12_0_i_a2_1:D,-2110
ControlDecoder_3/un1_instruction46_12_0_i_a2_1:Y,-2110
ControlDecoder_2/instruction_RNO[6]:A,
ControlDecoder_2/instruction_RNO[6]:B,
ControlDecoder_2/instruction_RNO[6]:C,-680
ControlDecoder_2/instruction_RNO[6]:D,-2138
ControlDecoder_2/instruction_RNO[6]:Y,-2138
JTAG_3/data_from_hptdc_1ce[1]:A,-487
JTAG_3/data_from_hptdc_1ce[1]:B,-2775
JTAG_3/data_from_hptdc_1ce[1]:C,-609
JTAG_3/data_from_hptdc_1ce[1]:D,-735
JTAG_3/data_from_hptdc_1ce[1]:Y,-2775
ControlDecoder_3/counter_RNO_2[0]:A,
ControlDecoder_3/counter_RNO_2[0]:B,-2752
ControlDecoder_3/counter_RNO_2[0]:C,-4009
ControlDecoder_3/counter_RNO_2[0]:D,-6624
ControlDecoder_3/counter_RNO_2[0]:Y,-6624
DACController_1/sclock_counter_cry[28]:A,
DACController_1/sclock_counter_cry[28]:B,-341
DACController_1/sclock_counter_cry[28]:C,
DACController_1/sclock_counter_cry[28]:CC,-211
DACController_1/sclock_counter_cry[28]:D,
DACController_1/sclock_counter_cry[28]:P,-341
DACController_1/sclock_counter_cry[28]:S,-211
DACController_1/sclock_counter_cry[28]:UB,
ControlDecoder_1/get_data_from_hptdc_1_0_a3_0_0:A,
ControlDecoder_1/get_data_from_hptdc_1_0_a3_0_0:B,
ControlDecoder_1/get_data_from_hptdc_1_0_a3_0_0:C,
ControlDecoder_1/get_data_from_hptdc_1_0_a3_0_0:Y,
JTAG_3/next_TAP_state_srsts_0_0_0[1]:A,-307
JTAG_3/next_TAP_state_srsts_0_0_0[1]:B,-759
JTAG_3/next_TAP_state_srsts_0_0_0[1]:C,
JTAG_3/next_TAP_state_srsts_0_0_0[1]:D,465
JTAG_3/next_TAP_state_srsts_0_0_0[1]:Y,-759
DACController_0/cache1[7]:ADn,
DACController_0/cache1[7]:ALn,
DACController_0/cache1[7]:CLK,-3599
DACController_0/cache1[7]:D,1734
DACController_0/cache1[7]:EN,-5705
DACController_0/cache1[7]:LAT,
DACController_0/cache1[7]:Q,-3599
DACController_0/cache1[7]:SD,
DACController_0/cache1[7]:SLn,
ControlDecoder_0/counter_19_i_o2_4[0]:A,-6877
ControlDecoder_0/counter_19_i_o2_4[0]:B,-6867
ControlDecoder_0/counter_19_i_o2_4[0]:C,-5716
ControlDecoder_0/counter_19_i_o2_4[0]:D,-5882
ControlDecoder_0/counter_19_i_o2_4[0]:Y,-6877
ControlDecoder_0/counter_RNIPR811[2]:A,-6693
ControlDecoder_0/counter_RNIPR811[2]:B,
ControlDecoder_0/counter_RNIPR811[2]:C,-6829
ControlDecoder_0/counter_RNIPR811[2]:Y,-6829
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_i_a2_RNIOFPG1:A,-5166
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_i_a2_RNIOFPG1:B,-1825
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_i_a2_RNIOFPG1:Y,-5166
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0:A,-1718
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0:B,-1910
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0:C,-2680
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0:D,-5324
ControlDecoder_3/send_data_to_hptdc_5_f0_0_0_0:Y,-5324
JTAG_3/loop_counter_0_0_0_a2_1_0[2]:A,-1615
JTAG_3/loop_counter_0_0_0_a2_1_0[2]:B,-687
JTAG_3/loop_counter_0_0_0_a2_1_0[2]:Y,-1615
ControlDecoder_2/counter_19_i_a3[3]:A,
ControlDecoder_2/counter_19_i_a3[3]:B,
ControlDecoder_2/counter_19_i_a3[3]:C,
ControlDecoder_2/counter_19_i_a3[3]:D,-3247
ControlDecoder_2/counter_19_i_a3[3]:Y,-3247
JTAG_1/data_to[6]:ADn,
JTAG_1/data_to[6]:ALn,
JTAG_1/data_to[6]:CLK,-2755
JTAG_1/data_to[6]:D,161
JTAG_1/data_to[6]:EN,-1198
JTAG_1/data_to[6]:LAT,
JTAG_1/data_to[6]:Q,-2755
JTAG_1/data_to[6]:SD,
JTAG_1/data_to[6]:SLn,
DACController_0/un2_sclock_counter_1lto13:A,-3266
DACController_0/un2_sclock_counter_1lto13:B,-3322
DACController_0/un2_sclock_counter_1lto13:C,-4560
DACController_0/un2_sclock_counter_1lto13:D,-4750
DACController_0/un2_sclock_counter_1lto13:Y,-4750
ControlDecoder_0/counter_19_i_o2_3_c[3]:A,
ControlDecoder_0/counter_19_i_o2_3_c[3]:B,-4111
ControlDecoder_0/counter_19_i_o2_3_c[3]:C,
ControlDecoder_0/counter_19_i_o2_3_c[3]:Y,-4111
ControlDecoder_0/counter_19_i_1_1[2]:A,-3082
ControlDecoder_0/counter_19_i_1_1[2]:B,-3081
ControlDecoder_0/counter_19_i_1_1[2]:C,-4247
ControlDecoder_0/counter_19_i_1_1[2]:D,-4332
ControlDecoder_0/counter_19_i_1_1[2]:Y,-4332
hptdc_tck_0_obuf/U0/U_IOPAD:D,
hptdc_tck_0_obuf/U0/U_IOPAD:E,
hptdc_tck_0_obuf/U0/U_IOPAD:PAD,
DACController_0/un1_sclock_counter15_3_0_a3:A,414
DACController_0/un1_sclock_counter15_3_0_a3:B,461
DACController_0/un1_sclock_counter15_3_0_a3:C,-5486
DACController_0/un1_sclock_counter15_3_0_a3:D,-956
DACController_0/un1_sclock_counter15_3_0_a3:Y,-5486
ControlDecoder_2/counter_19_i_5_1[4]:A,-6370
ControlDecoder_2/counter_19_i_5_1[4]:B,
ControlDecoder_2/counter_19_i_5_1[4]:C,-1799
ControlDecoder_2/counter_19_i_5_1[4]:Y,-6370
dac_sync_1_obuf/U0/U_IOENFF:A,
dac_sync_1_obuf/U0/U_IOENFF:Y,
ControlDecoder_1/threshold_voltage_1_sqmuxa_0_o2_RNI4DH22:A,-4122
ControlDecoder_1/threshold_voltage_1_sqmuxa_0_o2_RNI4DH22:B,-2046
ControlDecoder_1/threshold_voltage_1_sqmuxa_0_o2_RNI4DH22:Y,-4122
ControlDecoder_2/lathed_data_from_hptdc[0]:ADn,
ControlDecoder_2/lathed_data_from_hptdc[0]:ALn,
ControlDecoder_2/lathed_data_from_hptdc[0]:CLK,592
ControlDecoder_2/lathed_data_from_hptdc[0]:D,-1835
ControlDecoder_2/lathed_data_from_hptdc[0]:EN,-4978
ControlDecoder_2/lathed_data_from_hptdc[0]:LAT,
ControlDecoder_2/lathed_data_from_hptdc[0]:Q,592
ControlDecoder_2/lathed_data_from_hptdc[0]:SD,
ControlDecoder_2/lathed_data_from_hptdc[0]:SLn,
ControlDecoder_2/ccu25_data_temp_10[6]:A,749
ControlDecoder_2/ccu25_data_temp_10[6]:B,
ControlDecoder_2/ccu25_data_temp_10[6]:Y,749
ControlDecoder_0/threshold_buffer[11]:ADn,
ControlDecoder_0/threshold_buffer[11]:ALn,
ControlDecoder_0/threshold_buffer[11]:CLK,1750
ControlDecoder_0/threshold_buffer[11]:D,1742
ControlDecoder_0/threshold_buffer[11]:EN,-5100
ControlDecoder_0/threshold_buffer[11]:LAT,
ControlDecoder_0/threshold_buffer[11]:Q,1750
ControlDecoder_0/threshold_buffer[11]:SD,
ControlDecoder_0/threshold_buffer[11]:SLn,-734
DACController_0/un2_sclock_counter_1lto8:A,-4488
DACController_0/un2_sclock_counter_1lto8:B,-4552
DACController_0/un2_sclock_counter_1lto8:C,-4640
DACController_0/un2_sclock_counter_1lto8:D,-4750
DACController_0/un2_sclock_counter_1lto8:Y,-4750
ControlDecoder_2/counter_19_i_a3_2_0[1]:A,
ControlDecoder_2/counter_19_i_a3_2_0[1]:B,-2814
ControlDecoder_2/counter_19_i_a3_2_0[1]:C,-2875
ControlDecoder_2/counter_19_i_a3_2_0[1]:D,-4153
ControlDecoder_2/counter_19_i_a3_2_0[1]:Y,-4153
JTAG_2/next_TAP_state[8]:ADn,
JTAG_2/next_TAP_state[8]:ALn,
JTAG_2/next_TAP_state[8]:CLK,-594
JTAG_2/next_TAP_state[8]:D,-2071
JTAG_2/next_TAP_state[8]:EN,
JTAG_2/next_TAP_state[8]:LAT,
JTAG_2/next_TAP_state[8]:Q,-594
JTAG_2/next_TAP_state[8]:SD,
JTAG_2/next_TAP_state[8]:SLn,
DACController_0/temp[14]:ADn,
DACController_0/temp[14]:ALn,
DACController_0/temp[14]:CLK,651
DACController_0/temp[14]:D,351
DACController_0/temp[14]:EN,-4579
DACController_0/temp[14]:LAT,
DACController_0/temp[14]:Q,651
DACController_0/temp[14]:SD,
